,doi
6514,10.1080/10919390701291067
6515,10.1300/J238v01n0106
6516,10.1287/opre.1040.0188
6517,10.1007/s11129-009-9079-7
6518,10.1080/01972240903423329
6519,10.15308/SInteZa-2014-715-721
6520,10.1111/j.1470-6431.2009.00785.x
6521,10.1111/j.1475-4932.2006.00334.x
6522,10.1002/pam.20160
6523,10.1287/opre.2015.1424
6524,10.1080/07359683.2013.847338
6525,10.1287/trsc.1120.040
6526,10.1061/(ASCE)CO.1943-7862.0000415
6527,10.5437/08956308X5802005
6528,10.1002/bdm.525
6529,10.1111/j.1540-5915.2008.00189.x
6530,10.1111/j.1468-0394.2005.00309.x
6531,10.1145/1349026.1349044
6532,10.1080/00207543.2010.518743
6533,10.1080/10580530.2015.983021
6534,10.1007/s10845-012-0712-z
6535,10.1145/1330311.1330327
6536,10.1111/deci.12138
6537,10.1080/0951192X.2011.608726
6538,10.2753/MIS0742-1222270100
6539,10.1111/j.1365-2575.2007.00282.x
6540,10.5958/0976-478X.2015.00033.6
6541,10.1111/j.1835-2561.2010.00123.x
6542,10.5755/j01.em.17.4.2982
6543,10.1002/asi.20178
6544,10.1007/s10257-010-0137-1
6545,10.1080/00207543.2014.942012
6546,10.1080/10580530.2013.832960
6547,10.1080/10864415.2015.979476
6548,10.1111/j.1530-9290.2010.00281.x
6549,10.1080/09511921003699824
6550,10.1215/03616878-3161174
6551,10.1002/bse.731
6552,10.1007/s40171-013-0050-9
6553,10.1111/j.1365-2575.2012.00410.x
6554,10.1002/pfi.21382
6555,10.3991/ijac.v7i3.4020
6556,10.1007/s10843-011-0080-3
6557,10.1007/s10845-012-0728-4
6558,10.1002/sres.925
6559,10.1080/08982110802178972
6560,10.1111/j.1475-4991.2007.00253.x
6561,10.1287/opre.2014.1313
6562,10.1509/jmkr.45.4.425
6563,10.1111/j.1740-8784.2008.00107.x
6564,10.1080/14783363.2014.929232
6565,10.1137/08071692X
6566,10.1145/1610252.1610282
6567,10.1287/isre.1120.0420
6568,10.1002/sres.927
6569,10.1016/j.serrev.2009.12.004
6570,10.3233/IFS-141178
6571,10.1287/orsc.2013.0894
6572,10.1080/08920753.2011.616661
6573,10.1145/1364782.1364797
6574,10.1007/s12146-008-0032-6
6575,10.1145/1113034.1113035
6576,10.1002/joe.21531
6577,10.1002/hrm.21466
6578,10.1111/j.1539-6924.2012.01798.x
6579,10.1111/j.1540-4609.2011.00342.x
6580,10.1145/1777432.1777437
6581,10.3934/jimo.2014.10.567
6582,10.1007/s10207-004-0064-6
6583,10.1179/175330310X12736577732764
6584,10.1002/asi.23431
6585,10.1080/0740817X.2012.723839
6586,10.4067/S0718-18762012000100002
6587,10.1080/09511920601103064
6588,10.2105/AJPH.2011.300360
6589,10.1080/07421222.2015.1063277
6590,10.1111/j.1467-9876.2006.00544.x
6591,10.5465/AMJ.2010.49388795
6592,10.1137/050648584
6593,10.1080/0951192042000213164
6594,10.1002/sres.1091
6595,10.1007/s10479-008-0485-0
6596,10.1007/s00186-007-0153-1
6597,10.1080/01449290701494563
6598,10.2105/AJPH.2011.300293
6599,10.3233/IFS-2010-0431
6600,10.1111/j.1540-4609.2008.00174.x
6601,10.4067/S0718-18762012000300009
6602,10.1080/00207543.2011.560205
6603,10.2308/isys-50244
6604,10.1002/kpm.299
6605,10.1002/asi.20117
6606,10.1080/0951192X.2014.964774
6607,10.1111/j.1937-5956.2010.01212.x
6608,10.1080/09585192.2011.610958
6609,10.1287/isre.2014.0534
6610,10.1002/asi.20509
6611,10.1002/cb.183
6612,10.1080/13511610802404898
6613,10.1007/s11205-014-0764-x
6614,10.3846/tede.2010.29
6615,10.2308/jmar.2010.22.1.251
6616,10.1007/s10257-011-0169-1
6617,10.1080/09511921003642154
6618,10.1207/s15327590ijhc2201-02_8
6619,10.1007/s10845-012-0709-7
6620,10.1080/08982112.2013.783598
6621,10.1111/j.1467-8616.2013.00915.x
6622,10.1111/j.1530-9290.2010.00316.x
6623,10.1111/j.1468-0394.2012.00630.x
6624,10.1111/jbl.12091
6625,10.1007/s11235-015-0031-8
6626,10.1002/asi.21631
6627,10.1145/1435417.1435449
6628,10.1080/13504851.2010.520662
6629,10.1111/puar.12364
6630,10.1007/s10660-014-9146-3
6631,10.1002/asi.20 127
6632,10.1093/imamanidpl008
6633,10.1007/s10479-007-0195-z
6634,10.1287/moor.2014.0671
6635,10.1093/bib/bbp028
6636,10.1080/0740817X.2014.916461
6637,10.1007/s00168-006-0098-y
6638,10.1287/ijoc.1120.0527
6639,10.1287/isre.1070.0153
6640,10.1080/09640560903529410
6641,10.1111/j.1747-1796.2009.00354.x
6642,10.3846/16111699.2011.576749
6643,10.1080/00207540802389235
6644,10.1080/08975930.2011.653911
6645,10.1007/s10551-012-1432-1
6646,10.1061/(ASCE)ME.1943-5479.0000121
6647,10.3846/ijspm.2010.17
6648,10.1002/asi.21663
6649,10.1080/00207721.2013.837543
6650,10.5465/amj.2010.0016
6651,10.1093/imaman/dpp004
6652,10.1007/s10257-009-0109-5
6653,10.1109/MS.2015.55
6654,10.1207/s15327590ijhc1801_4
6655,10.1002/asi.20570
6656,10.1080/07421222.2014.1001252
6657,10.5755/j01.em.18.1.4031
6658,10.1080/07421222.2015.1029390
6659,10.1007/s40171-013-0021-1
6660,10.1111/j.1540-5885.2011.00860.x
6661,10.1145/1226736.1226762
6662,10.1080/02697459.2013.797813
6663,10.1002/sres.771
6664,10.3401/poms.1070.0001
6665,10.1207/s15427625tcq1503_5
6666,10.1377/hlthaff.2013.0680
6667,10.1007/s10257-011-0182-4
6668,10.1080/00137910701329506
6669,10.1111/j.1540-5915.2007.00172.x
6670,10.1007/s10257-006-0037-6
6671,10.1111/jeea.12128
6672,10.3362/1755-1986.2015.024
6673,10.1017/S002210901300046X
6674,10.2105/AJPH.2005.065391
6675,10.1007/s10784-012-9198-6
6676,10.1080/09638180802481581
6677,10.1061/(ASCE)CO.1943-7862.0000629
6678,10.1198/000313007X243629
6679,10.1111/j.1467-9671.2009.01143.x
6680,10.1080/19368623.2011.570645
6681,10.1111/j.1748-0159.2009.00137.x
6682,10.1080/00207543.2011.574503
6683,10.1080/09640560802666545
6684,10.1049/iet-cdt:20060031
6685,10.1007/s11187-005-4300-x
6686,10.1111/jpim.12145
6687,10.1080/0144929X.2014.886722
6688,10.2308/isys-51047
6689,10.3233/JCS-2010-0367
6690,10.1007/s10729-006-9094-0
6691,10.1007/s11146-011-9309-0
6692,10.5958/j.0976-478X.5.2.026
6693,10.1007/s10479-009-0621-5
6694,10.1377/hlthaff.2011.0319
6695,10.1007/s00607-014-0385-x
6696,10.1377/hlthaff.2014.0961
6697,10.3991/ijac.v7i4.3753
6698,10.1007/s10660-010-9070-0
6699,10.1080/0951192X.2010.523845
6700,10.1377/htthaff.2013.009iLetters
6701,10.1080/00207543.2013.787169
6702,10.1007/s10479-010-0706-1
6703,10.1287/isre.2013.0496
6704,10.1002/bdm.1835
6705,10.1145/1314215.1314222
6706,10.1080/01972240903212524
6707,10.1080/0144929X.2010.549513
6708,10.1007/s10551-011-0738-8
6709,10.1111/j.1539-6924.2005.00611.x
6710,10.1111/j.1365-2575.2012.00415.x
6711,10.1002/sdr.321
6712,10.1145/2445583.2445585
6713,10.1111/isj.12039
6714,10.1080/17517575.2011.622414
6715,10.1377/hlthaff.2012.0328
6716,10.1177/0091026013517555
6717,10.1007/s10766-013-0291-4
6718,10.1007/s10257-007-0072-y
6719,10.1287/isre.1100.0335
6720,10.1377/hlthaff.2012.0585
6721,10.1007/s10257-013-0213-4
6722,10.1377/hlthaff.24.5.1281
6723,10.1111/j.1467-646X.2008.01021.x
6724,10.1080/13698570701276620
6725,10.1111/1468-0009.12034
6726,10.1258/hsmr.2008.008001
6727,10.1111/j.1365-2575.2007.00260.x
6728,10.1002/asi.21696
6729,10.1007/s10479-011-0936-x
6730,10.1287/deca.1080.0125
6731,10.1007/s10479-006-0015-x
6732,10.1287/isre.1110.0397
6733,10.1080/09511920601079322
6734,10.1080/09654313.2012.665035
6735,10.1257/jep.26.1.29
6736,10.1080/15325008.2015.1057883
6737,10.1377/hlthaff.2014.0020
6738,10.1080/07370020802016399
6739,10.1007/s10257-013-0230-3
6740,10.1007/s00291-008-0123-x
6741,10.1258/0951484053051942
6742,10.1080/03643107.2010.512843
6743,10.1287/mnsc.1120.1543
6744,10.2501/IJMR-53-4-455-462
6745,10.1007/s11123-014-0420-0
6746,10.1377/hlthaff.2012.0876
6747,10.1002/asi.21528
6748,10.1061/(ASCE)CO.1943-7862.0000197
6749,10.1007/s10257-009-0113-9
6750,10.15611/pn.2014.334.04
6751,10.1007/s12197-007-9002-6
6752,10.3722/cadaps.2010.1-15
6753,10.1016/j.serrev.2005.09.007
6754,10.1016/j.serrev.2005.02.005
6755,10.1080/14783360600595351
6756,10.1080/15326340500294520
6757,10.1080/13698575.2015.1030367
6758,10.1179/2047971914Y.0000000079
6759,10.1080/07421222.2015.1138365
6760,10.2753/JEC1086-4415120103
6761,10.1111/j.1540-6210.2005.00486.x
6762,10.1111/j.1540-6210.2010.02270.x
6763,10.1007/s00182-007-0072-7
6764,10.1080/00207540802426383
6765,10.1080/00207540600905620
6766,10.1080/15332860802250476
6767,10.1080/00207540601113265
6768,10.1258/095148407781395946
6769,10.1080/14783363.2014.880626
6770,10.1002/asi.20312
6771,10.5172/impp.2013.15.3.305
6772,10.1287/isre.2014.0528
6773,10.1111/j.1467-8640.2011.00378.x
6774,10.1007/s10845-010-0389-0
6775,10.1080/00207543.2011.613865
6776,10.1287/isre.1110.0404
6777,10.1002/nvsm.419
6778,10.1080/17517575.2011.594909
6779,10.1061/(ASCE)CO.1943-7862.0000297
6780,10.1111/j.1460-2466.2011.01570.x
6781,10.1300/J111v45n03̱04
6782,10.1002/asi.20711
6783,10.1057/palgrave.dam.3650095
6784,10.1145/1047671.1047708
6785,10.3233/IFS-2010-0443
6786,10.2753/MIS0742-1222270105
6787,10.1080/09585190903178054
6788,10.1080/09528130512331315864
6789,10.1007/s10845-009-0242-5
6790,10.1108/02756660910972677
6791,10.1080/1360080500046255
6792,10.1145/2555808
6793,10.1080/07408170701744827
6794,10.1002/pfi.21398
6795,10.1007/s11142-012-9193-8
6796,10.1287/isre.2015.0572
6797,10.1007/s11213-011-9193-9
6798,10.1007/s10257-005-0008-3
6799,10.3846/20294913.2012.707630
6800,10.1080/13698570600677324
6801,10.1007/s10660-006-5988-7
6802,10.1080/09511920802326233
6803,10.1080/07421222.2015.1029402
6804,10.1007/s11575-011-0126-8
6805,10.1179/175330311X13165972613750
6806,10.1002/pmj.20144
6807,10.1002/asi.20197
6808,10.1111/j.1465-7287.2009.00194.x
6809,10.1287/isre.1110.0385
6810,10.1080/00207540802230439
6811,10.1080/00207540600818203
6812,10.1007/s10551-006-9215-1
6813,10.1145/1039539.1039544
6814,10.1111/rego.12026
6815,10.1287/msom.2013.0449
6816,10.1287/isre.1110.0376
6817,10.1007/s10845-008-0115-3
6818,10.1080/00207543.2012.741330
6819,10.7595/management.fon.2015.0005
6820,10.1080/08982112.2012.651973
6821,10.1525/cmr.2012.54.2.72
6822,10.1080/14719030903318921
6823,10.1049/iet-com:20060666
6824,10.1007/s10729-006-7663-x
6825,10.2105/AJPH.2011.300401
6826,10.1080/00207540801946662
6827,10.1007/s10726-006-9018-x
6828,10.1002/kpm.307
6829,10.1377/hlthaff.2011.0070
6830,10.1287/isre.2015.0578
6831,10.1111/j.1467-9442.2005.00408.x
6832,10.1362/204440814X14024779688070
6833,10.1080/10580530802557689
6834,10.1111/j.1745-493X.2009.03154.x
6835,10.1007/s11067-009-9118-7
6836,10.1111/j.1539-6924.2009.01325.x
6837,10.1007/s11156-007-0065-4
6838,10.1111/deci.12104
6839,10.1089/cyber.2009.0256
6840,10.1057/palgrave.dbm.3250067
6841,10.1080/00207540701381291
6842,10.1111/j.1468-0394.2007.00428.x
6843,10.1080/07408170590899634
6844,10.1080/08982110500251352
6845,10.1080/0951192X.2011.625232
6846,10.1080/00207540903530810
6847,10.1287/msom.2014.0487
6848,10.1080/00987913.2014.923369
6849,10.1137/05063787X
6850,10.1287/opre.2013.1171
6851,10.1002/asi.22820
6852,10.1002/jcaf.20700
6853,10.1111/j.1540-5915.2008.00188.x
6854,10.1080/09511920601150669
6855,10.1017/S0022109013000203
6856,10.1007/s10672-013-9235-9
6857,10.1287/isre.1120.0429
6858,10.1080/0144929X.2011.630417
6859,10.1080/07421222.2015.1063312
6860,10.1002/pmj.20073
6861,10.1111/j.1540-5885.2011.00894.x
6862,10.1007/s00168-009-0307-6
6863,10.1080/10447318.2012.681220
6864,10.1007/s10479-012-1243-x
6865,10.1007/s10257-014-0245-4
6866,10.1177/0095399706290638
6867,10.3846/jbem.2010.33
6868,10.1145/2076450.2076453
6869,10.1080/01972243.2013.777297
6870,10.1287/orsc.1100.0580
6871,10.1049/me:20060306
6872,10.1145/1646353.1646388
6873,10.1377/hlthaff.2010.0631
6874,10.1111/j.1541-1338.2005.00180.x
6875,10.1080/10580530.2011.562117
6876,10.1002/asi.22854
6877,10.1080/10580530902797540
6878,10.1007/s10729-008-9086-3
6879,10.1111/j.1467-9671.2012.01349.x
6880,10.1080/08920750590951956
6881,10.1007/s10589-014-9662-z
6882,10.1002/hrm.21557
6883,10.1007/s10729-009-9112-0
6884,10.1111/j.1467-629X.2006.00205.x
6885,10.1109/MS.2011.73
6886,10.3145/epi.2015.sep.17
6887,10.1002/asmb.790
6888,10.1377/hlthaff.2014.0041
6889,10.1080/10478400701366944
6890,10.1007/s10660-010-9045-1
6891,10.1080/09571264.2015.1000045
6892,10.1007/s11235-009-9228-z
6893,10.1080/00137910701328912
6894,10.1007/s11213-010-9178-0
6895,10.1080/02642069.2011.622369
6896,10.1111/j.1467-9469.2005.00486.x
6897,10.1111/j.1539-6924.2007.00965.x
6898,10.1007/s11235-010-9309-z
6899,10.1080/15472450.2014.1000456
6900,10.1016/j.ijme.2012.07.002
6901,10.1111/j.1365-2575.2007.00288.x
6902,10.1007/s10109-006-0039-4
6903,10.1080/00207540500232240
6904,10.1111/j.1467-8659.2010.01830.x
6905,10.1002/kpm.1415
6906,10.2753/MIS0742-1222300103
6907,10.1080/09613210500219089
6908,10.1145/1064830.1064831
6909,10.1257/jel.46.4.1141
6910,10.1111/j.1753-6405.2009.00420.x
6911,10.1007/s11235-010-9407-y
6912,10.1007/s10207-004-0052-x
6913,10.6126/APMR.2013.18.4.03
6914,10.1080/01608061.2011.589715
6915,10.1287/isre.1100.0303
6916,10.1080/10580530.2010.493839
6917,10.1057/rlp.2010.2
6918,10.1145/2445583.2445587
6919,10.1007/s10729-011-9148-9
6920,10.1080/08839510500484272
6921,10.1142/S0218539315500242
6922,10.1111/ijsa.12051
6923,10.1080/10580530.2014.923261
6924,10.1145/1089107.1089113
6925,10.1080/09511920500233996
6926,10.3926/ic.449
6927,10.1111/j.1365-2575.2008.00293.x
6928,10.1145/1610252.1610286
6929,10.1002/nvsm.438
6930,10.1080/09544828.2015.1026883
6931,10.1111/j.1540-4609.2012.00360.x
6932,10.1007/s10257-007-0046-0
6933,10.1057/rpm.2008.41
6934,10.1002/asi.20601
6935,10.1111/jpim.12114
6936,10.1111/risa.12022
6937,10.1080/03003930.2012.755464
6938,10.12948/issn14531305/17.4.2013.08
6939,10.1111/j.1540-5850.2013.12015.x
6940,10.1080/00207543.2010.518999
6941,10.1287/orsc.1090.0482
6942,10.1049/iet-com:20060694
6943,10.1057/rpm.2008.65
6944,10.1007/s10257-013-0227-y
6945,10.1111/j.1835-2561.2011.00135.x
6946,10.1080/0144929X.2010.535853
6947,10.2753/JEC1086-4415110202
6948,10.1007/s10726-012-9337-z
6949,10.1007/s10551-005-8710-0
6950,10.1002/asi.21277
6951,10.1257/aer.100.3.1261
6952,10.1111/j.1467-9310.2006.00448.x
6953,10.1080/09585190500298586
6954,10.1080/10580530.2012.634296
6955,10.1061/(ASCE)ME.1943-5479.0000193
6956,10.1287/mnsc.1110.1417
6957,10.1145/1831407.1831419
6958,10.1111/j.2158-1592.2011.01015.x
6959,10.1080/00207543.2012.748232
6960,10.1007/s10257-011-0172-6
6961,10.1080/02664760500163516
6962,10.1377/hlthaff.26.6.1531
6963,10.3233/JCS-2011-0420
6964,10.1057/dbm.2008.21
6965,10.1080/13600800903191997
6966,10.1080/09544828.2010.528379
6967,10.1080/14697680903448361
6968,10.2753/MIS0742-1222300206
6969,10.1002/asi.21412
6970,10.1111/j.1468-5973.2011.00657.x
6971,10.1061/(ASCE)0733-9364(2005)131:5(522)
6972,10.1080/09613210601058139
6973,10.2753/MIS0742-1222300205
6974,10.1002/kpm.277
6975,10.1002/asi.20632
6976,10.1002/isaf.1340
6977,10.1002/asi.21445
6978,10.1007/s10845-008-0173-6
6979,10.1080/08975930.2012.718703
6980,10.1061/(ASCE)CO.1943-7862.0000412
6981,10.1007/s10766-010-0158-x
6982,10.1080/01446193.2010.489926
6983,10.1002/asi.23113
6984,10.5034/inquiryjrnl_48.04.02
6985,10.1080/15332861.2014.1000079
6986,10.1080/07421222.2014.1001285
6987,10.1007/s10207-007-0014-1
6988,10.1002/asi.20275
6989,10.1061/(ASCE)0733-9364(2006)132:7(741)
6990,10.1002/asmb.2075
6991,10.1377/hlthaff.28.2.450
6992,10.1080/01446193.2010.538708
6993,101145/1216374.1216380
6994,10.1080/17517570802610362
6995,10.2308/isys-50668
6996,10.1080/09613210903236631
6997,10.1002/sres.657
6998,10.1049/iet-com:20060245
6999,10.1002/asi.21223
7000,10.1002/sres.755
7001,10.1287/isre.1120.0465
7002,10.1049/me:20070208
7003,10.1111/dsji.12042
7004,10.1300/J049v13n0103
7005,10.1007/s10845-011-0544-2
7006,10.3934/jimo.2013.9.723
7007,10.1017/S002210901200018X
7008,10.1080/10580530701221056
7009,10.1007/s10436-005-0036-5
7010,10.1002/jcaf.20606
7011,10.1002/jid.2811
7012,10.1061/(ASCE)CO.1943-7862.0000145
7013,10.3233/IFS-151668
7014,10.1287/isre.2013.0495
7015,10.1007/s10260-012-0217-0
7016,10.1080/08920750701866436
7017,10.1080/0144929X.2010.510208
7018,10.2753/MIS0742-1222300403
7019,10.1257/aer.99.1.393
7020,10.3233/IFS-151973
7021,10.1080/07421222.2015.1029382
7022,10.1007/s10107-012-0528-9
7023,10.1002/ijfe.444
7024,10.1287/mnsc.2014.1947
7025,10.1145/1164394.1164418
7026,10.1007/s00224-012-9423-2
7027,10.1016/S0140-6736(06)69566-4
7028,10.1111/j.1539-6924.2011.01733.x
7029,10.1111/dsji.12009
7030,10.1145/1859204.1859225
7031,10.1080/10580530701221007
7032,10.1007/s11235-009-9248-8
7033,10.1016/j.serrev.2010.05.011
7034,10.2753/MIS0742-1222310110
7035,10.1111/poms.12347
7036,10.1377/hlthaff.2011.0041
7037,10.1007/s10551-010-0642-7
7038,10.1089/cpb.2007.0062
7039,10.1145/2661055
7040,10.3846/jbem.2010.34
7041,10.1177/0021943604271958
7042,10.1007/s10479-006-0117-5
7043,10.1377/hlthaff.2012.1205
7044,10.1111/j.1475-3995.2005.00490.x
7045,10.1002/asi.21300
7046,10.4067/S0718-18762015000100004
7047,10.1080/17517575.2010.495789
7048,10.1111/j.1540-5915.2007.00150.x
7049,10.1145/1096000.1096002
7050,10.1057/dam.2008.18
7051,10.1057/dam.2008.19
7052,10.1080/00207543.2011.578166
7053,10.1049/iet-com.2009.0413
7054,10.1007/s10257-010-0127-3
7055,10.1002/tie.21519
7056,10.1080/01972243.2010.489859
7057,10.1061/(ASCE)0733-9364(2006)132:4(353)
7058,10.1007/s10479-010-0819-6
7059,10.1080/13511610.2011.633432
7060,10.1080/17517575.2011.557443
7061,10.1111/j.1365-2575.2012.00399.x
7062,10.1080/1528008X.2012.692297
7063,10.1002/asi.20552
7064,10.1111/j.1467-8616.2011.00766.x
7065,10.1080/0951192X.2011.623718
7066,10.1080/10580530.2010.493804
7067,10.1109/MS.2012.46
7068,10.1111/tgis.12038
7069,10.1287/isre.1110.0357
7070,10.1111/j.1539-6924.2012.01791.x
7071,10.3794/ijme.73.241
7072,10.1111/tgis.12115
7073,10.1080/00207540802400628
7074,10.1080/14783360902863671
7075,10.1002/asi.23225
7076,10.1057/palgrave.thr.6050027
7077,10.1287/isre.2014.0561
7078,10.1080/08839510590926267
7079,10.1111/j.1759-3441.2011.00113.x
7080,10.1080/14783360600941795
7081,10.1080/10580530.2015.1044342
7082,10.1002/sres.973
7083,10.1049/iet-cta.2008.0013
7084,10.1007/s10207-014-0235-z
7085,10.1145/1859204.1859236
7086,10.1080/1367886052000342591
7087,10.1007/s00199-005-0032-z
7088,10.1287/moor.1070.0309
7089,10.1007/s10479-014-1729-9
7090,10.1377.hlthaff.2012.0272
7091,10.3233/JHS-150507
7092,10.1145/1995376.1995387
7093,10.1287/isre.1100.0327
7094,10.1080/10580530601036794
7095,10.1080/09585190802528649
7096,10.1002/jsc.1980
7097,10.1287/msom.1060.0112
7098,10.1080/08839510500313653
7099,10.3233/IFS-131073
7100,10.1080/00207543.2012.693644
7101,10.2105/ AJPH.2013.301606
7102,10.1002/jcaf.21717
7103,10.1007/s40171-015-0092-2
7104,10.1111/j.1460-6984.2011.00012.x
7105,10.1111/j.1540-627X.2008.00261.x
7106,10.1080/01449290500330422
7107,10.1080/00207540701725604
7108,10.1080/09540962.2015.1047276
7109,10.2753/JEC1086-4415180104
7110,10.1080/01930826.2011.629961
7111,10.1300/J238v01n0301
7112,10.1080/10548400903284628
7113,10.1080/09613218.2015.963350
7114,10.1111/misr.12202
7115,10.1145/1096000.1096008
7116,10.1002/sres.1131
7117,10.1080/17517575.2014.880131
7118,10.1007/s11747-009-0146-0
7119,10.1300/J179v04n0401
7120,10.1080/02681102.2013.841630
7121,10.1080/00949655.2014.910515
7122,10.1258/hsmr.2011.011003
7123,10.3722/cadaps.2008.30-38
7124,10.1111/j.1365-2575.2006.00216.x
7125,10.1080/00207540903234769
7126,10.1111/itor.12123
7127,10.1002/asi.20484
7128,10.1080/01446193.2015.1137335
7129,10.1080/09585192.2011.543763
7130,10.3846/tede.2010.40
7131,10.1080/07359680802135617
7132,10.1080/01446191003767503
7133,10.1111/j.1539-6924.2009.01209.x
7134,10.1258/0951484053723126
7135,10.1111/j.1467-8691.2007.00441.x
7136,10.1080/09613210600724624
7137,10.1145/1297797.1297798
7138,10.1287/mnsc.1120.1591
7139,10.1002/asi.22906
7140,10.1111/joie.12072
7141,10.1145/1897816.1897837
7142,10.1080/07421222.2015.1029379
7143,10.1080/0144929X.2012.671851
7144,10.1080/15332861.2012.690250
7145,10.1111/j.1748-8583.2006.00007.x
7146,10.1080/14697688.2012.664933
7147,10.1057/jam.2011.6
7148,10.15308/SInteZa-2014-595-599
7149,10.1080/00207543.2012.657255
7150,10.1080/13600860600852192
7151,10.1080/0144929X.2011.624637
7152,10.1377/hlthaff.2014.0823
7153,10.1111/j.1540-4609.2005.00050.x
7154,10.1111/j.1468-0394.2011.00613.x
7155,10.1111/j.1475-3995.2011.00838.x
7156,10.2753/MIS0742-1222300207
7157,10.1287/mnsc.1050.0456
7158,10.1007/s11156-014-0458-0
7159,10.1080/09585192.2013.778313
7160,10.1002/mcda.385
7161,10.3233/IFS-2012-0636
7162,10.1111/exsy.12113
7163,10.1287/isre.1120.0428
7164,10.1080/09535310701330233
7165,10.1080/00207543.2014.931609
7166,10.1002/jcaf.20234
7167,10.1111/j.1530-9134.2008.00194.x
7168,10.1287/mnsc.1110.1388
7169,10.1111/isj.12062
7170,10.1287/opre.1120.1114
7171,10.1109/MS.2009.113
7172,10.1007/s11414-007-9064-4
7173,10.1080/14783363.2011.637782
7174,10.1080/09537287.2015.1009521
7175,10.1002/asi.23176
7176,10.1111/j.1540-5414.2005.00102.x
7177,10.3722/cadaps.2013.97-109
7178,10.1111/j.1468-5957.2008.02089.x
7179,10.12948/issn14531305/19.4.2015.01
7180,10.1145/1060710.1060740
7181,10.3846/16111699.2015.1039056
7182,10.1080/13669877.2014.889199
7183,10.1080/17517575.2014.928952
7184,10.1111/j.1540-4609.2012.00353.x
7185,10.1007/s00607-013-0355-8
7186,10.1080/01446193.2011.577438
7187,10.1377/hlthaff.2012.1077
7188,10.1111/j.1467-9671.2010.01224.x
7189,10.1007/s10729-011-9183-6
7190,10.15208/beh.2014.26
7191,10.1007/s11235-011-9492-6
7192,10.1145/1506409.1506437
7193,10.1002/kpm.290
7194,10.1080/17517570701504633
7195,10.1002/sres.2129
7196,10.1080/15332861.2013.859037
7197,10.1007/s10257-007-0047-z
7198,10.1377/hlthaff.2013.1125
7199,10.12948/issn14531305/18.1.2014.11
7200,10.1080/0144929X.2014.895045
